RXCUI_IN,RxNormName,ICD9,IndicationName,MENTIONEDBYRESOURCES,HIGHPRECISIONSUBSET,POSSIBLE_LABEL_USE
33738,pioglitazone,785.9,Other symptoms involving cardiovascular system,1,0,1
33738,pioglitazone,786.05,Shortness of breath,1,0,1
33738,pioglitazone,786.09,Other dyspnea and respiratory abnormality,1,0,1
33738,pioglitazone,786.5,Unspecified chest pain,1,0,1
33738,pioglitazone,787.02,Nausea alone,1,0,1
33738,pioglitazone,787.03,Vomiting alone,1,0,1
33738,pioglitazone,789,Abdominal pain,1,0,1
33738,pioglitazone,789,Abdominal pain; unspecified site,1,0,1
33738,pioglitazone,790.6,Other abnormal blood chemistry,1,0,0
33738,pioglitazone,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,1
33738,pioglitazone,88.7,Diagnostic ultrasound,1,0,0
33738,pioglitazone,995.2,Unspecified adverse effect of unspecified drug; medicinal and biological substance,1,0,1
33738,pioglitazone,995.3,Allergy unspecified not elsewhere classified,1,0,1
33738,pioglitazone,997.91,Hypertension,1,0,1
33738,pioglitazone,250,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,4,1,1
33738,pioglitazone,250.1,Diabetes with ketoacidosis,2,1,1
33738,pioglitazone,250.1,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; with ketoacidosis,2,1,1
33738,pioglitazone,251.2,Hypoglycemia NOS,2,1,1
33738,pioglitazone,790.99,Other nonspecific findings on examination of blood,2,1,1
33747,estropipate,00-99.99,,1,0,0
33747,estropipate,7.6,Hypophysectomy,1,0,0
33747,estropipate,7.69,Total excision of pituitary gland; unspecified approach,1,0,0
33747,estropipate,174.9,Malignant neoplasm of breast (female); unspecified,1,0,0
33747,estropipate,185,Malignant neoplasm of prostate,1,0,0
33747,estropipate,288.2,Genetic anomalies of leukocytes,1,0,0
33747,estropipate,621.3,Endometrial hyperplasia,1,0,1
33747,estropipate,621.3,Endometrial hyperplasia; unspecified,1,0,1
33747,estropipate,627.3,Postmenopausal atrophic vaginitis,1,0,0
33747,estropipate,89.8,Autopsy,1,0,0
33747,estropipate,V49.81,Asymptomatic postmenopausal status (age-related) (natural),1,0,0
33747,estropipate,253.4,Other anterior pituitary disorders,2,1,1
33747,estropipate,256.31,Premature menopause,1,1,0
33747,estropipate,256.39,Other ovarian failure,2,1,1
33747,estropipate,626.2,Excessive or frequent menstruation,1,1,0
33747,estropipate,627.2,Symptomatic menopausal or female climacteric states,2,1,1
33747,estropipate,733,Osteoporosis,2,1,1
33747,estropipate,733,Osteoporosis NOS,2,1,1
33747,estropipate,733.01,Senile osteoporosis,2,1,1
33747,estropipate,782.62,Flushing,1,1,0
33767,pirbuterol,491,Chronic bronchitis,1,0,0
33767,pirbuterol,491.9,Chronic bronchitis NOS,1,0,0
33767,pirbuterol,492,Emphysema,1,0,0
33767,pirbuterol,492.8,Other emphysema,1,0,0
33767,pirbuterol,518.89,Other diseases of lung; not elsewhere classified,1,0,0
33767,pirbuterol,780.2,Syncope and collapse,1,0,0
33767,pirbuterol,785.3,Other abnormal heart sounds,1,0,0
33767,pirbuterol,786.05,Shortness of breath,1,0,0
33767,pirbuterol,786.09,Other dyspnea and respiratory abnormality,1,0,0
33767,pirbuterol,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
33767,pirbuterol,E968.9,ASSAULT NOS,1,0,0
33767,pirbuterol,493,Asthma,4,1,1
33767,pirbuterol,493.9,Asthma; unspecified,4,1,1
33767,pirbuterol,493.9,Asthma; unspecified type; without mention of status asthmaticus,4,1,1
33767,pirbuterol,519.11,Acute bronchospasm,2,1,1
33835,plasma protein fraction,785.5,Shock NOS,1,1,0
33910,Isradipine,332,Parkinson's disease,1,0,0
33910,Isradipine,332,Paralysis agitans,1,0,0
33910,Isradipine,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,1,0,0
33910,Isradipine,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1,0,0
33910,Isradipine,E968.9,ASSAULT NOS,1,0,0
33910,Isradipine,401-405.99,,3,1,0
33910,Isradipine,401.9,Hypertension NOS,3,1,0
33910,Isradipine,413.1,Prinzmetal angina,1,1,0
33910,Isradipine,997.91,Hypertension,3,1,0
34132,pegaspargase,208,Leukemia of unspecified cell type,1,0,1
34132,pegaspargase,208.9,Unspecified leukemia,1,0,1
34132,pegaspargase,208.9,Unspecified leukemia without mention of having achieved remission,1,0,1
34132,pegaspargase,728.9,Unspecified disorder of muscle; ligament; and fascia,1,0,0
34132,pegaspargase,799.89,Other ill-defined conditions,1,0,0
34132,pegaspargase,995.3,Allergy unspecified not elsewhere classified,1,0,1
34132,pegaspargase,202.8,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1,1,0
34132,pegaspargase,204,Lymphoid leukemia; acute,3,1,1
34132,pegaspargase,204,Acute lymphoid leukemia without mention of having achieved remission,3,1,1
34132,pegaspargase,204.1,Lymphoid leukemia; chronic,1,1,0
34132,pegaspargase,204.1,Chronic lymphoid leukemia without mention of having achieved remission,1,1,0
34132,pegaspargase,205.1,Chronic myeloid leukemia without mention of having achieved remission,1,1,0
34296,potassium bicarbonate,569.9,Unspecified disorder of intestine,1,0,0
34296,potassium bicarbonate,593.9,Unspecified disorder of kidney and ureter,1,0,0
34296,potassium bicarbonate,787.03,Vomiting alone,1,0,0
34296,potassium bicarbonate,787.7,Abnormal feces,1,0,0
34296,potassium bicarbonate,787.91,Diarrhea,1,0,0
34296,potassium bicarbonate,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
34296,potassium bicarbonate,89.8,Autopsy,1,0,0
34296,potassium bicarbonate,988.2,Toxic effect of berries and other plants eaten as food,1,0,0
34296,potassium bicarbonate,V62.29,Other occupational circumstances or maladjustment,1,0,0
34296,potassium bicarbonate,276.8,Hypopotassemia,2,1,0
34299,potassium bromide,38.9,Septicemia NOS,1,0,0
34299,potassium bromide,290-299.99,,1,0,0
34299,potassium bromide,293,Delirium due to conditions classified elsewhere,1,0,0
34299,potassium bromide,298.1,Excitative type psychosis,1,0,0
34299,potassium bromide,298.9,Unspecified psychosis,1,0,0
34299,potassium bromide,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1,0,0
34299,potassium bromide,345.1,Generalized convulsive epilepsy; without mention of intractable epilepsy,1,0,0
34299,potassium bromide,345.9,Epilepsy; unspecified,1,0,0
34299,potassium bromide,345.9,Epilepsy; unspecified; without mention of intractable epilepsy,1,0,0
34299,potassium bromide,348.5,Cerebral edema,1,0,0
34299,potassium bromide,349.9,Unspecified disorders of nervous system,1,0,0
34299,potassium bromide,377,Papilledema,1,0,0
34299,potassium bromide,377,Papilledema unspecified,1,0,0
34299,potassium bromide,377.31,Optic papillitis,1,0,0
34299,potassium bromide,472,Chronic rhinitis,1,0,0
34299,potassium bromide,486,Pneumonia; organism unspecified,1,0,0
34299,potassium bromide,493,Asthma,1,0,0
34299,potassium bromide,493.9,Asthma; unspecified,1,0,0
34299,potassium bromide,493.9,Asthma; unspecified type; without mention of status asthmaticus,1,0,0
34299,potassium bromide,529.9,Unspecified condition of the tongue,1,0,0
34299,potassium bromide,564,Constipation NOS,1,0,0
34299,potassium bromide,709.9,Unspecified disorder of skin and subcutaneous tissue,1,0,0
34299,potassium bromide,780.01,Coma,1,0,0
34299,potassium bromide,780.09,Other alteration of consciousness,1,0,0
34299,potassium bromide,780.39,Other convulsions,1,0,0
34299,potassium bromide,780.79,Other malaise and fatigue,1,0,0
34299,potassium bromide,780.93,Memory loss,1,0,0
34299,potassium bromide,781,Abnormal involuntary movements,1,0,0
34299,potassium bromide,781.3,Lack of coordination,1,0,0
34299,potassium bromide,784.59,Other speech disturbance (ADDED),1,0,0
34299,potassium bromide,784.99,Other symptoms involving head and neck,1,0,0
34299,potassium bromide,787.02,Nausea alone,1,0,0
34299,potassium bromide,787.03,Vomiting alone,1,0,0
34299,potassium bromide,799.24,Emotional lability (ADDED),1,0,0
34299,potassium bromide,799.4,Cachexia,1,0,0
34299,potassium bromide,799.51,Attention or concentration deficit,1,0,0
34299,potassium bromide,89.8,Autopsy,1,0,0
34299,potassium bromide,967.3,Poisoning by bromine compounds,1,0,0
34299,potassium bromide,995.2,Unspecified adverse effect of unspecified drug; medicinal and biological substance,1,0,0
34299,potassium bromide,995.9,Systemic inflammatory response syndrome (SIRS),1,0,0
34299,potassium bromide,995.9,Systemic inflammatory response syndrome (SIRS); NOS,1,0,0
34299,potassium bromide,V21.2,Other development of adolescence,1,0,0
34311,Potassium Hydroxide,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
34311,Potassium Hydroxide,780.79,Other malaise and fatigue,1,0,0
34311,Potassium Hydroxide,89.8,Autopsy,1,0,0
34311,Potassium Hydroxide,980.1,Toxic effect of methyl alcohol,1,0,0
34311,Potassium Hydroxide,E968.9,ASSAULT NOS,1,0,0
34316,potassium nitrate,23.1,Brucella abortus,1,0,0
34316,potassium nitrate,41.9,Bacterial infection; unspecified; in conditions classified elsewhere and of unspecified site,1,0,0
34316,potassium nitrate,42,Human immunodeficiency virus [HIV] disease,1,0,0
34316,potassium nitrate,200.2,Burkitt's tumor or lymphoma,1,0,0
34316,potassium nitrate,200.2,Burkitt's tumor or lymphoma; unspecified site; extranodal and solid organ sites,1,0,0
34316,potassium nitrate,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
34316,potassium nitrate,298.9,Unspecified psychosis,1,0,0
34316,potassium nitrate,455,Hemorrhoids,1,0,0
34316,potassium nitrate,455.6,Hemorrhoids NOS,1,0,0
34316,potassium nitrate,521,Dental caries,1,0,0
34316,potassium nitrate,521,Dental caries NOS,1,0,0
34316,potassium nitrate,89.8,Autopsy,1,0,0
34316,potassium nitrate,V60.3,Person living alone,1,0,0
34318,potassium perchlorate,242.9,Thyrotoxicosis without mention of goiter or other cause; and without mention of thyrotoxic crisis or storm,1,0,0
34318,potassium perchlorate,89.8,Autopsy,1,0,0
34318,potassium perchlorate,V60.2,Inadequate material resources,1,0,0
34322,potassium phosphate,275.3,Disorders of phosphorus metabolism,1,1,0
34322,potassium phosphate,276.8,Hypopotassemia,1,1,0
34323,potassium sulfate,523.6,Accretions on teeth,1,0,0
34323,potassium sulfate,89.8,Autopsy,1,0,0
34345,pralidoxime,344.9,Paralysis NOS,1,0,0
34345,pralidoxime,358,Myasthenia gravis,1,0,1
34345,pralidoxime,358,Myasthenia gravis without (acute) exacerbation,1,0,1
34345,pralidoxime,427.5,Cardiac arrest,1,0,0
34345,pralidoxime,728.87,Muscle weakness (generalized),1,0,1
34345,pralidoxime,799.1,Respiratory arrest,1,0,0
34345,pralidoxime,799.3,Debility unspecified,1,0,1
34345,pralidoxime,989.3,Toxic effect of organophosphate and carbamate,1,0,0
34345,pralidoxime,V60.2,Inadequate material resources,1,0,0
34345,pralidoxime,786,Respiratory abnormality; unspecified,2,1,1
34345,pralidoxime,977.9,Poisoning by unspecified drug or medicinal substance,1,1,0
34347,pramoxine,110.3,Dermatophytosis of groin and perianal area,1,0,0
34347,pramoxine,110.4,Dermatophytosis of foot,1,0,0
34347,pramoxine,132,Pediculus capitis [head louse],1,0,0
34347,pramoxine,136.9,Unspecified infectious and parasitic diseases,1,0,0
34347,pramoxine,140-239.99,,1,0,0
34347,pramoxine,239,Neoplasms of unspecified nature,1,0,0
34347,pramoxine,239-239.99,,1,0,0
34347,pramoxine,239.7,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,1,0,0
34347,pramoxine,251.2,Hypoglycemia NOS,1,0,0
34347,pramoxine,253.2,Panhypopituitarism,1,0,0
34347,pramoxine,253.7,Iatrogenic pituitary disorders,1,0,0
34347,pramoxine,255,Cushing's syndrome,1,0,0
34347,pramoxine,255.2,Adrenogenital disorders,1,0,0
